fill_time,close_time,symbol,side,setup,r_multiple,entry_balance
2025-05-12T16:00:00+00:00,2025-05-13T16:00:00+00:00,AUDUSD,sell,failed_breakout_fade,-1.0000,54429.73
2025-05-13T08:00:00+00:00,2025-05-13T13:00:00+00:00,EURUSD,buy,london_breakout,-1.0000,54429.73
2025-05-13T20:00:00+00:00,2025-05-14T04:00:00+00:00,AUDUSD,sell,failed_breakout_fade,0.0000,53885.43
2025-05-14T04:00:00+00:00,2025-05-14T11:00:00+00:00,XAUUSD,sell,gold_pullback,0.0000,54442.04
2025-05-14T08:00:00+00:00,2025-05-14T12:00:00+00:00,GBPUSD,sell,failed_breakout_fade,-1.0000,54442.04
2025-05-14T08:00:00+00:00,2025-05-14T12:00:00+00:00,AUDUSD,sell,failed_breakout_fade,-1.0000,54442.04
2025-05-14T12:00:00+00:00,2025-05-15T08:00:00+00:00,EURUSD,sell,failed_breakout_fade,1.5000,53897.61
2025-05-16T04:00:00+00:00,2025-05-16T16:00:00+00:00,USDJPY,buy,failed_breakout_fade,2.3056,54301.85
2025-05-16T08:00:00+00:00,2025-05-16T12:45:00+00:00,EURUSD,buy,london_breakout,-1.0000,54301.85
2025-05-16T09:00:00+00:00,2025-05-16T10:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,54301.85
2025-05-19T04:00:00+00:00,2025-05-19T08:00:00+00:00,USDJPY,buy,failed_breakout_fade,-1.0000,54384.82
2025-05-19T08:00:00+00:00,2025-05-19T11:00:00+00:00,XAUUSD,buy,gold_pullback,1.9997,54112.89
2025-05-19T12:00:00+00:00,2025-05-20T08:00:00+00:00,EURUSD,sell,failed_breakout_fade,0.0000,54653.94
2025-05-20T08:15:00+00:00,2025-05-20T11:30:00+00:00,EURUSD,buy,london_breakout,0.0000,54653.94
2025-05-20T11:00:00+00:00,2025-05-20T12:00:00+00:00,XAUUSD,buy,gold_pullback,1.9995,54653.94
2025-05-21T08:00:00+00:00,2025-05-21T12:00:00+00:00,EURUSD,sell,failed_breakout_fade,-1.0000,55200.36
2025-05-21T08:00:00+00:00,2025-05-23T08:00:00+00:00,GBPUSD,sell,failed_breakout_fade,-1.0000,55200.36
2025-05-21T08:00:00+00:00,2025-05-21T16:00:00+00:00,USDJPY,buy,failed_breakout_fade,0.0000,55200.36
2025-05-21T18:00:00+00:00,2025-05-22T12:00:00+00:00,XAUUSD,buy,gold_pullback,0.0000,54924.35
2025-05-22T20:00:00+00:00,2025-05-23T04:00:00+00:00,AUDUSD,buy,failed_breakout_fade,2.1883,54924.35
2025-05-23T07:00:00+00:00,2025-05-23T08:00:00+00:00,XAUUSD,buy,gold_pullback,1.9996,55525.31
2025-05-23T07:30:00+00:00,2025-05-23T14:30:00+00:00,EURUSD,buy,london_breakout,1.5000,55525.31
2025-05-23T12:00:00+00:00,2025-05-26T00:00:00+00:00,EURUSD,sell,failed_breakout_fade,-1.0000,55804.46
2025-05-26T00:00:00+00:00,2025-05-26T04:00:00+00:00,USDJPY,buy,failed_breakout_fade,-1.0000,55941.88
2025-05-26T05:00:00+00:00,2025-05-26T12:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,55662.17
2025-05-27T04:00:00+00:00,2025-05-27T16:00:00+00:00,USDJPY,buy,failed_breakout_fade,3.9350,55383.86
2025-05-27T06:00:00+00:00,2025-05-27T07:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,55383.86
2025-05-27T08:15:00+00:00,2025-05-27T09:15:00+00:00,EURUSD,sell,london_breakout,-1.0000,55106.94
2025-05-28T00:00:00+00:00,2025-05-28T04:00:00+00:00,EURUSD,buy,failed_breakout_fade,-1.0000,55921.09
2025-05-28T00:00:00+00:00,2025-05-28T04:00:00+00:00,AUDUSD,buy,failed_breakout_fade,-1.0000,55921.09
2025-05-28T06:00:00+00:00,2025-05-28T10:00:00+00:00,XAUUSD,sell,gold_pullback,-1.0000,55361.88
2025-05-28T08:00:00+00:00,2025-05-28T16:00:00+00:00,GBPUSD,buy,failed_breakout_fade,1.5000,55361.88
2025-05-28T08:15:00+00:00,2025-05-28T10:30:00+00:00,EURUSD,sell,london_breakout,-1.0000,55361.88
2025-05-28T13:30:00+00:00,2025-05-28T16:45:00+00:00,USTEC,buy,ny_momentum,0.0000,54808.26
2025-05-29T04:00:00+00:00,2025-05-29T12:00:00+00:00,USDJPY,sell,failed_breakout_fade,3.5162,55223.48
2025-05-29T04:00:00+00:00,2025-05-30T00:00:00+00:00,AUDUSD,buy,failed_breakout_fade,1.5000,55223.48
2025-05-29T12:00:00+00:00,2025-05-29T13:00:00+00:00,XAUUSD,sell,gold_pullback,-1.0000,56194.37
2025-05-29T20:00:00+00:00,2025-05-30T04:00:00+00:00,EURUSD,sell,failed_breakout_fade,-1.0000,55913.40
2025-05-30T04:00:00+00:00,2025-05-30T16:00:00+00:00,USDJPY,buy,failed_breakout_fade,0.0000,56048.01
2025-05-30T08:00:00+00:00,2025-06-02T08:00:00+00:00,EURUSD,sell,failed_breakout_fade,-1.0000,56048.01
2025-05-30T08:00:00+00:00,2025-05-30T15:00:00+00:00,EURUSD,sell,london_breakout,0.0000,56048.01
2025-05-30T17:00:00+00:00,2025-05-30T21:00:00+00:00,XAUUSD,sell,gold_pullback,-0.7188,56048.01
2025-06-02T04:00:00+00:00,2025-06-02T08:00:00+00:00,AUDUSD,sell,failed_breakout_fade,-1.0000,55846.58
2025-06-02T12:00:00+00:00,2025-06-02T16:00:00+00:00,EURUSD,sell,failed_breakout_fade,-1.0000,55287.11
2025-06-02T16:00:00+00:00,2025-06-03T00:00:00+00:00,GBPUSD,sell,failed_breakout_fade,0.0000,55010.67
2025-06-02T16:00:00+00:00,2025-06-03T00:00:00+00:00,USDJPY,buy,failed_breakout_fade,-1.0000,55010.67
2025-06-03T04:00:00+00:00,2025-06-03T16:00:00+00:00,USDJPY,buy,failed_breakout_fade,2.1929,54735.62
2025-06-03T05:00:00+00:00,2025-06-03T17:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,54735.62
2025-06-03T08:30:00+00:00,2025-06-04T09:45:00+00:00,EURUSD,sell,london_breakout,2.2069,54735.62
2025-06-04T02:00:00+00:00,2025-06-04T04:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,55062.09
2025-06-04T08:00:00+00:00,2025-06-04T20:00:00+00:00,EURUSD,buy,failed_breakout_fade,2.6703,54786.78
2025-06-04T08:00:00+00:00,2025-06-04T16:00:00+00:00,USDJPY,sell,failed_breakout_fade,2.5313,54786.78
2025-06-04T10:00:00+00:00,2025-06-04T10:15:00+00:00,EURUSD,sell,london_breakout,-1.0000,55390.77
2025-06-04T20:00:00+00:00,2025-06-05T04:00:00+00:00,AUDUSD,sell,failed_breakout_fade,1.5000,56538.71
2025-06-05T08:00:00+00:00,2025-06-05T12:00:00+00:00,AUDUSD,sell,failed_breakout_fade,-1.0000,56962.75
2025-06-05T08:30:00+00:00,2025-06-05T10:15:00+00:00,EURUSD,sell,london_breakout,-1.0000,56962.75
2025-06-05T11:00:00+00:00,2025-06-05T13:00:00+00:00,XAUUSD,buy,gold_pullback,1.9998,56677.94
2025-06-06T07:00:00+00:00,2025-06-06T08:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,56959.83
2025-06-06T08:15:00+00:00,2025-06-06T15:30:00+00:00,EURUSD,sell,london_breakout,1.5000,56675.03
2025-06-09T12:00:00+00:00,2025-06-10T14:00:00+00:00,XAUUSD,sell,gold_pullback,-1.0000,57100.10
2025-06-10T16:00:00+00:00,2025-06-11T08:00:00+00:00,EURUSD,sell,failed_breakout_fade,0.0000,56814.60
2025-06-10T19:00:00+00:00,2025-06-10T22:00:00+00:00,XAUUSD,sell,gold_pullback,-1.0000,56814.60
2025-06-11T12:00:00+00:00,2025-06-12T16:00:00+00:00,USDJPY,sell,failed_breakout_fade,2.5485,56530.52
2025-06-11T18:00:00+00:00,2025-06-11T19:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,56530.52
2025-06-11T20:00:00+00:00,2025-06-12T00:00:00+00:00,EURUSD,sell,failed_breakout_fade,-1.0000,56247.87
2025-06-11T20:00:00+00:00,2025-06-12T00:00:00+00:00,GBPUSD,sell,failed_breakout_fade,-1.0000,56247.87
2025-06-12T04:00:00+00:00,2025-06-12T08:00:00+00:00,EURUSD,sell,failed_breakout_fade,-1.0000,55685.39
2025-06-12T04:00:00+00:00,2025-06-12T08:00:00+00:00,GBPUSD,sell,failed_breakout_fade,2.2474,55685.39
2025-06-12T08:00:00+00:00,2025-06-13T00:00:00+00:00,AUDUSD,buy,failed_breakout_fade,0.0000,56032.69
2025-06-12T12:00:00+00:00,2025-06-12T16:00:00+00:00,XAUUSD,buy,gold_pullback,1.9998,56032.69
2025-06-13T00:00:00+00:00,2025-06-13T08:00:00+00:00,GBPUSD,sell,failed_breakout_fade,2.2405,57313.29
2025-06-13T07:15:00+00:00,2025-06-13T21:00:00+00:00,EURUSD,sell,london_breakout,-0.4714,57313.29
2025-06-16T08:15:00+00:00,2025-06-16T16:00:00+00:00,EURUSD,buy,london_breakout,2.6341,57820.27
2025-06-17T05:00:00+00:00,2025-06-17T07:00:00+00:00,XAUUSD,sell,gold_pullback,0.0000,58581.78
2025-06-17T07:30:00+00:00,2025-06-17T08:45:00+00:00,EURUSD,buy,london_breakout,-1.0000,58581.78
2025-06-17T13:30:00+00:00,2025-06-17T13:45:00+00:00,USTEC,sell,ny_momentum,-1.0000,58288.87
2025-06-18T00:00:00+00:00,2025-06-18T12:00:00+00:00,EURUSD,buy,failed_breakout_fade,2.3968,57997.43
2025-06-18T00:00:00+00:00,2025-06-18T12:00:00+00:00,GBPUSD,buy,failed_breakout_fade,2.5692,57997.43
2025-06-18T02:00:00+00:00,2025-06-18T05:00:00+00:00,XAUUSD,sell,gold_pullback,2.1997,57997.43
2025-06-18T07:45:00+00:00,2025-06-18T11:15:00+00:00,EURUSD,buy,london_breakout,0.0000,58635.31
2025-06-19T05:00:00+00:00,2025-06-19T09:00:00+00:00,XAUUSD,sell,gold_pullback,1.9997,60075.40
2025-06-19T08:00:00+00:00,2025-06-20T16:00:00+00:00,EURUSD,buy,failed_breakout_fade,1.5000,60075.40
2025-06-19T08:00:00+00:00,2025-06-20T16:00:00+00:00,GBPUSD,buy,failed_breakout_fade,2.2000,60075.40
2025-06-20T07:00:00+00:00,2025-06-20T15:45:00+00:00,EURUSD,buy,london_breakout,-1.0000,60676.08
2025-06-20T20:00:00+00:00,2025-06-23T00:00:00+00:00,EURUSD,sell,failed_breakout_fade,7.2707,61484.09
2025-06-20T20:00:00+00:00,2025-06-23T00:00:00+00:00,GBPUSD,sell,failed_breakout_fade,1.1307,61484.09
2025-06-23T08:00:00+00:00,2025-06-23T12:00:00+00:00,XAUUSD,sell,gold_pullback,-1.0000,64066.86
2025-06-23T08:30:00+00:00,2025-06-23T12:00:00+00:00,EURUSD,buy,london_breakout,-1.0000,64066.86
2025-06-23T12:00:00+00:00,2025-06-23T20:00:00+00:00,USDJPY,sell,failed_breakout_fade,2.5665,63426.19
2025-06-24T08:00:00+00:00,2025-06-24T16:00:00+00:00,EURUSD,sell,failed_breakout_fade,-1.0000,64240.11
2025-06-24T08:45:00+00:00,2025-06-24T10:30:00+00:00,EURUSD,buy,london_breakout,-1.0000,64240.11
2025-06-25T12:00:00+00:00,2025-06-25T18:00:00+00:00,XAUUSD,sell,gold_pullback,0.0000,63597.71
2025-06-26T04:00:00+00:00,2025-06-26T08:00:00+00:00,EURUSD,sell,failed_breakout_fade,-1.0000,63597.71
2025-06-26T16:00:00+00:00,2025-06-26T20:00:00+00:00,XAUUSD,sell,gold_pullback,-1.0000,63279.72
2025-06-26T20:00:00+00:00,2025-06-30T00:00:00+00:00,AUDUSD,sell,failed_breakout_fade,2.3226,62963.33
2025-06-27T16:00:00+00:00,2025-06-30T00:00:00+00:00,EURUSD,sell,failed_breakout_fade,2.7700,62963.33
2025-06-30T07:00:00+00:00,2025-06-30T20:00:00+00:00,XAUUSD,sell,gold_pullback,-1.0000,64566.57
2025-06-30T16:00:00+00:00,2025-07-01T12:00:00+00:00,GBPUSD,buy,failed_breakout_fade,2.4086,64566.57
2025-07-01T04:00:00+00:00,2025-07-01T08:00:00+00:00,EURUSD,sell,failed_breakout_fade,-1.0000,64243.74
2025-07-01T04:00:00+00:00,2025-07-01T08:00:00+00:00,USDJPY,buy,failed_breakout_fade,-1.0000,64243.74
2025-07-01T16:00:00+00:00,2025-07-02T12:00:00+00:00,GBPUSD,sell,failed_breakout_fade,1.9914,64378.89
2025-07-02T06:00:00+00:00,2025-07-03T15:00:00+00:00,XAUUSD,buy,gold_pullback,0.0000,64378.89
2025-07-02T08:45:00+00:00,2025-07-02T14:30:00+00:00,EURUSD,sell,london_breakout,2.5054,64378.89
2025-07-02T16:00:00+00:00,2025-07-03T12:00:00+00:00,GBPUSD,buy,failed_breakout_fade,0.0000,65826.39
2025-07-07T03:00:00+00:00,2025-07-07T04:00:00+00:00,XAUUSD,sell,gold_pullback,1.9996,65826.39
2025-07-07T08:15:00+00:00,2025-07-07T11:45:00+00:00,EURUSD,sell,london_breakout,2.4837,66484.54
2025-07-07T12:00:00+00:00,2025-07-07T20:00:00+00:00,GBPUSD,buy,failed_breakout_fade,3.2485,67310.18
2025-07-07T12:00:00+00:00,2025-07-07T20:00:00+00:00,AUDUSD,buy,failed_breakout_fade,1.5000,67310.18
2025-07-07T20:00:00+00:00,2025-07-08T04:00:00+00:00,EURUSD,buy,failed_breakout_fade,2.5326,68908.31
2025-07-07T20:00:00+00:00,2025-07-08T04:00:00+00:00,USDJPY,sell,failed_breakout_fade,0.0000,68908.31
2025-07-08T08:00:00+00:00,2025-07-08T12:00:00+00:00,USDJPY,sell,failed_breakout_fade,-1.0000,69780.88
2025-07-08T16:00:00+00:00,2025-07-11T12:00:00+00:00,GBPUSD,buy,failed_breakout_fade,-1.0000,69431.98
2025-07-10T12:00:00+00:00,2025-07-10T16:00:00+00:00,AUDUSD,sell,failed_breakout_fade,-1.0000,69431.98
2025-07-10T16:00:00+00:00,2025-07-10T17:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,69084.82
2025-07-11T00:00:00+00:00,2025-07-15T12:00:00+00:00,AUDUSD,sell,failed_breakout_fade,0.0000,68739.39
2025-07-11T16:00:00+00:00,2025-07-14T04:00:00+00:00,GBPUSD,buy,failed_breakout_fade,-1.0000,68392.23
2025-07-14T00:00:00+00:00,2025-07-14T08:00:00+00:00,EURUSD,buy,failed_breakout_fade,3.4981,68392.23
2025-07-14T09:00:00+00:00,2025-07-14T23:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,69246.48
2025-07-15T00:00:00+00:00,2025-07-15T12:00:00+00:00,GBPUSD,buy,failed_breakout_fade,1.5000,68900.24
2025-07-15T00:00:00+00:00,2025-07-15T12:00:00+00:00,USDJPY,sell,failed_breakout_fade,-1.0000,68900.24
2025-07-15T16:00:00+00:00,2025-07-15T20:00:00+00:00,AUDUSD,buy,failed_breakout_fade,-1.0000,69072.50
2025-07-15T20:00:00+00:00,2025-07-16T12:00:00+00:00,EURUSD,buy,failed_breakout_fade,2.4294,68727.13
2025-07-16T00:00:00+00:00,2025-07-16T08:00:00+00:00,GBPUSD,buy,failed_breakout_fade,2.6050,68727.13
2025-07-16T04:00:00+00:00,2025-07-16T16:00:00+00:00,USDJPY,sell,failed_breakout_fade,2.3668,68727.13
2025-07-16T14:00:00+00:00,2025-07-16T17:00:00+00:00,XAUUSD,sell,gold_pullback,0.0000,70457.14
2025-07-16T16:00:00+00:00,2025-07-17T08:00:00+00:00,EURUSD,buy,failed_breakout_fade,0.0000,71270.45
2025-07-16T16:00:00+00:00,2025-07-17T04:00:00+00:00,AUDUSD,buy,failed_breakout_fade,-1.0000,71270.45
2025-07-17T05:00:00+00:00,2025-07-17T06:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,70914.10
2025-07-18T07:00:00+00:00,2025-07-18T08:00:00+00:00,XAUUSD,sell,gold_pullback,-1.0000,70559.53
2025-07-21T03:00:00+00:00,2025-07-21T08:00:00+00:00,XAUUSD,buy,gold_pullback,2.1996,70206.73
2025-07-22T06:00:00+00:00,2025-07-23T03:00:00+00:00,XAUUSD,buy,gold_pullback,1.9999,70978.88
2025-07-22T20:00:00+00:00,2025-07-23T04:00:00+00:00,GBPUSD,sell,failed_breakout_fade,0.0000,70978.88
2025-07-23T08:30:00+00:00,2025-07-23T10:00:00+00:00,EURUSD,sell,london_breakout,-1.0000,71688.62
2025-07-23T15:00:00+00:00,2025-07-23T18:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,71330.18
2025-07-24T00:00:00+00:00,2025-07-24T12:00:00+00:00,GBPUSD,sell,failed_breakout_fade,2.4719,70973.53
2025-07-25T04:00:00+00:00,2025-07-25T08:00:00+00:00,USDJPY,sell,failed_breakout_fade,-1.0000,71850.74
2025-07-25T16:00:00+00:00,2025-07-28T08:00:00+00:00,EURUSD,buy,failed_breakout_fade,1.5000,71491.49
2025-07-25T16:00:00+00:00,2025-07-28T08:00:00+00:00,AUDUSD,buy,failed_breakout_fade,0.0000,71491.49
2025-07-28T07:30:00+00:00,2025-07-28T10:15:00+00:00,EURUSD,sell,london_breakout,2.4826,71491.49
2025-07-28T08:00:00+00:00,2025-07-28T16:00:00+00:00,XAUUSD,sell,gold_pullback,1.9998,72027.67
2025-07-28T12:00:00+00:00,2025-07-28T16:00:00+00:00,GBPUSD,buy,failed_breakout_fade,-1.0000,72915.11
2025-07-28T12:00:00+00:00,2025-07-28T16:00:00+00:00,USDJPY,sell,failed_breakout_fade,-1.0000,72915.11
2025-07-28T20:00:00+00:00,2025-07-29T08:00:00+00:00,AUDUSD,buy,failed_breakout_fade,0.0000,72906.17
2025-07-29T04:00:00+00:00,2025-07-29T08:00:00+00:00,EURUSD,buy,failed_breakout_fade,-1.0000,72906.17
2025-07-29T04:00:00+00:00,2025-07-29T08:00:00+00:00,GBPUSD,buy,failed_breakout_fade,-1.0000,72906.17
2025-07-29T10:00:00+00:00,2025-07-29T18:00:00+00:00,XAUUSD,sell,gold_pullback,-1.0000,72177.11
2025-07-29T16:00:00+00:00,2025-07-30T04:00:00+00:00,USDJPY,sell,failed_breakout_fade,3.0192,72177.11
2025-07-30T16:00:00+00:00,2025-07-30T20:00:00+00:00,EURUSD,buy,failed_breakout_fade,-1.0000,72905.82
2025-07-31T00:00:00+00:00,2025-07-31T08:00:00+00:00,GBPUSD,buy,failed_breakout_fade,1.5000,72541.29
2025-07-31T08:15:00+00:00,2025-07-31T10:30:00+00:00,EURUSD,buy,london_breakout,0.0000,73085.35
2025-08-01T00:00:00+00:00,2025-08-01T08:00:00+00:00,AUDUSD,buy,failed_breakout_fade,2.3615,73085.35
2025-08-01T04:00:00+00:00,2025-08-01T12:00:00+00:00,USDJPY,sell,failed_breakout_fade,2.6923,73085.35
2025-08-01T07:00:00+00:00,2025-08-01T13:00:00+00:00,XAUUSD,sell,gold_pullback,-1.0000,73085.35
2025-08-01T08:45:00+00:00,2025-08-01T10:45:00+00:00,EURUSD,buy,london_breakout,-1.0000,73948.32
2025-08-01T12:00:00+00:00,2025-08-01T20:00:00+00:00,EURUSD,buy,failed_breakout_fade,4.0090,74562.42
2025-08-01T12:00:00+00:00,2025-08-01T20:00:00+00:00,GBPUSD,buy,failed_breakout_fade,2.9748,74562.42
2025-08-04T00:00:00+00:00,2025-08-04T12:00:00+00:00,USDJPY,buy,failed_breakout_fade,2.3729,76800.62
2025-08-04T16:00:00+00:00,2025-08-06T16:00:00+00:00,GBPUSD,sell,failed_breakout_fade,-1.0000,77711.82
2025-08-05T08:15:00+00:00,2025-08-05T16:30:00+00:00,EURUSD,sell,london_breakout,0.0000,77711.82
2025-08-05T09:00:00+00:00,2025-08-05T13:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,77711.82
2025-08-06T08:00:00+00:00,2025-08-06T12:00:00+00:00,EURUSD,sell,failed_breakout_fade,-1.0000,77323.26
2025-08-06T08:00:00+00:00,2025-08-06T12:00:00+00:00,AUDUSD,sell,failed_breakout_fade,-1.0000,77323.26
2025-08-06T17:00:00+00:00,2025-08-07T03:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,76161.47
2025-08-07T04:00:00+00:00,2025-08-07T08:00:00+00:00,XAUUSD,buy,gold_pullback,0.0000,75780.66
2025-08-08T07:00:00+00:00,2025-08-08T14:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,75780.66
2025-08-08T08:00:00+00:00,2025-08-08T10:00:00+00:00,EURUSD,sell,london_breakout,0.0000,75780.66
2025-08-08T16:00:00+00:00,2025-08-11T04:00:00+00:00,USDJPY,sell,failed_breakout_fade,2.2973,75401.76
2025-08-11T08:00:00+00:00,2025-08-11T12:00:00+00:00,GBPUSD,sell,failed_breakout_fade,2.2803,76267.86
2025-08-12T04:00:00+00:00,2025-08-12T12:00:00+00:00,USDJPY,sell,failed_breakout_fade,1.5000,77137.41
2025-08-12T09:00:00+00:00,2025-08-13T17:00:00+00:00,XAUUSD,sell,gold_pullback,-1.0000,77137.41
2025-08-12T12:00:00+00:00,2025-08-13T12:00:00+00:00,AUDUSD,buy,failed_breakout_fade,2.8820,77715.94
2025-08-13T12:00:00+00:00,2025-08-14T12:00:00+00:00,EURUSD,sell,failed_breakout_fade,1.5000,78835.82
2025-08-13T12:00:00+00:00,2025-08-13T16:00:00+00:00,USDJPY,buy,failed_breakout_fade,-1.0000,78835.82
2025-08-13T16:00:00+00:00,2025-08-14T04:00:00+00:00,AUDUSD,sell,failed_breakout_fade,-1.0000,78441.64
2025-08-14T04:00:00+00:00,2025-08-14T12:00:00+00:00,GBPUSD,sell,failed_breakout_fade,0.0000,77663.75
2025-08-14T08:00:00+00:00,2025-08-14T16:00:00+00:00,USDJPY,buy,failed_breakout_fade,2.8760,77663.75
2025-08-15T10:00:00+00:00,2025-08-15T21:00:00+00:00,XAUUSD,sell,gold_pullback,0.5066,79371.83
2025-08-18T00:00:00+00:00,2025-08-18T12:00:00+00:00,EURUSD,sell,failed_breakout_fade,2.3327,79572.89
2025-08-18T16:00:00+00:00,2025-08-18T17:00:00+00:00,XAUUSD,sell,gold_pullback,2.1991,80501.01
2025-08-19T00:00:00+00:00,2025-08-19T04:00:00+00:00,GBPUSD,buy,failed_breakout_fade,-1.0000,81386.16
2025-08-19T04:00:00+00:00,2025-08-19T16:00:00+00:00,EURUSD,buy,failed_breakout_fade,0.0000,80979.23
2025-08-19T04:00:00+00:00,2025-08-20T16:00:00+00:00,USDJPY,sell,failed_breakout_fade,2.0622,80979.23
2025-08-19T09:00:00+00:00,2025-08-19T10:00:00+00:00,XAUUSD,sell,gold_pullback,-1.0000,80979.23
2025-08-20T00:00:00+00:00,2025-08-20T04:00:00+00:00,AUDUSD,buy,failed_breakout_fade,-1.0000,80574.33
2025-08-21T08:00:00+00:00,2025-08-21T16:00:00+00:00,GBPUSD,buy,failed_breakout_fade,0.0000,81006.43
2025-08-21T08:00:00+00:00,2025-08-21T16:00:00+00:00,AUDUSD,buy,failed_breakout_fade,0.0000,81006.43
2025-08-21T12:00:00+00:00,2025-08-21T13:00:00+00:00,XAUUSD,buy,gold_pullback,-1.0000,81006.43
